latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,meter
-5.6301,103.7242,40.67,4.7,206,1.475,0.4,10.7,7.7,0.103,29
6.177,125.9637,140.3,4.4,88,0.965,0.69,10,7.1,0.107,25
0.9984,96.9326,10,4.3,117,0.71,0.8,4.5,1.9,0.122,19
3.9964,125.5147,136.61,4.1,120,3.699,1.02,11.6,9.7,0.136,15
2.3009,126.5585,109.94,4.2,161,1.72,1.41,8.7,14.4,0.186,8
3.9106,127.2376,55.67,4.1,138,3.12,1.13,11.5,9.1,0.116,20
-8.2853,108.5859,74.92,4.3,91,1.742,0.89,6.2,4.6,0.133,16
4.4855,126.7773,76.66,4.9,111,2.83,0.98,4.7,7.7,0.075,55
-8.9768,110.3985,57.92,4.7,53,1.064,0.78,6.8,6.6,0.115,23
0.2777,127.2249,141.97,4.6,91,0.51,0.67,10.8,3.8,0.116,22
0.4898,123.6326,247,4,116,1.748,1.41,12.8,4.6,0.211,6
-6.0751,128.2885,354.84,4.2,71,3.538,0.64,10.4,13.8,0.186,8
1.8968,124.8004,177.06,4.9,81,2.798,1.06,7.8,7.5,0.062,82
-4.2667,102.2033,47.95,4.2,189,0.756,0.48,5.9,8.9,0.159,11
0.7714,123.3111,47.09,4.9,41,1.88,0.84,5.8,8.8,0.074,57
-7.1082,107.6362,18.56,4.2,119,0.284,0.36,6.1,6.6,0.235,6
3.4107,127.2049,35,4.4,83,2.626,0.96,9.6,2,0.13,17
-6.5502,103.488,28.66,4.3,171,2.238,0.95,5.8,7.4,0.154,12
-6.5426,103.0152,20.68,4.3,173,2.168,1.11,12.5,3.6,0.265,4
0.5339,123.6393,241.89,4.3,65,1.789,0.97,7.8,8.4,0.104,26
-5.2111,103.3465,57.59,4.8,90,0.93,0.68,7.1,6.9,0.068,66
-6.6518,127.435,410.45,4.3,47,4.054,0.72,10.4,6.2,0.099,29
-9.7897,111.8698,40.39,4.7,115,2.291,1.33,4.7,9.2,0.12,21
-7.5044,127.5552,143.31,4.9,19,3.74,1.48,6.9,4.3,0.077,53
5.7598,124.3066,10,4.4,104,1.814,0.95,9.4,1.9,0.161,11
2.5432,128.0848,159.61,4.1,105,1.9,0.62,9.5,9.2,0.12,19
-11.5408,118.24,35,4.1,107,4.881,1.05,9.6,2,0.175,9
-2.8351,101.9677,104.23,4.2,114,1.807,0.83,8.4,7.1,0.101,27
-7.6076,123.2052,208.52,4,210,1.4,0.57,16.6,18.6,0.211,7
-3.9326,126.7509,56.04,4.4,66,4.713,0.81,7.5,9.5,0.13,17
4.4874,126.8052,64.92,4.3,161,3.733,0.64,7.9,12.9,0.137,15
-9.0969,126.7855,84.4,4.4,66,2.569,0.8,7.2,9.2,0.138,15
0.4098,121.9844,113,5.9,15,1.389,1.07,6.9,1.8,0.053,34
0.6343,97.1886,28.92,4.3,186,0.769,0.5,8.3,7.7,0.178,9
1.9994,121.8447,525.2,4.3,92,1.381,0.57,15,10.3,0.119,20
1.4122,99.1495,10,4.4,86,1.292,0.59,5.5,1.9,0.073,18
1.4763,99.1935,10,4.9,40,1.239,1,5.2,1.8,0.063,80
3.2809,126.0888,235.5,4.1,173,5.724,0.39,12,24.6,0.198,7
-8.2566,119.3116,17.38,5.2,50,2.919,1.06,6.5,3.2,0.065,77
-8.0313,107.0615,58.52,4.6,102,1.319,1.42,3,8.7,0.114,23
1.3325,97.1282,31.49,4.5,156,0.448,0.44,6.5,8.4,0.118,21
5.0533,125.4813,193.14,4.3,97,2.005,0.52,9,7.4,0.101,28
0.8993,123.9307,245.59,4.4,84,2.249,0.39,10.2,9.5,0.12,20
1.4585,125.9778,110.99,4.1,148,1.547,0.57,9.4,11.6,0.185,8
5.8259,125.5446,203.66,4.4,112,1.236,1.03,8,6.2,0.086,39
4.1902,128.2512,10,4.2,186,3.508,0.62,13.4,2,0.175,9
7.8987,126.6076,84.63,4.5,110,1.31,0.73,10.6,7.2,0.097,31
5.476,127.1362,112.89,4.2,197,4.678,0.15,18.6,15,0.2,7
-9.0048,113.148,48.56,4.3,96,1.125,0.3,10.6,9.5,0.132,16
-10.1232,118.1884,51.86,4.4,89,4.26,0.79,7.7,7.3,0.097,31
2.7455,98.9789,146.54,5.4,23,0.075,0.92,6.4,4.3,0.066,22
-7.1289,111.3981,213.79,4,133,0.953,0.69,9.1,8.7,0.143,13
-8.4457,107.7762,56.2,4.3,84,1.62,1.3,6.8,7.7,0.107,25
-5.5413,110.2462,530.11,4.2,44,1.51,0.82,11.4,6.7,0.087,37
0.6123,98.9016,88,4,175,1.493,0.34,9.9,11.2,0.368,2
0.5232,121.4883,105.28,4.3,106,0.916,1.01,7.1,6.5,0.086,38
-8.798,121.5413,172.74,4.3,68,0.707,0.69,9,7.6,0.147,13
-2.5313,101.0096,64.77,4.3,185,2.659,0.75,9.1,9.9,0.133,16
-4.3374,100.9072,14.82,4.7,106,2.042,0.53,7.7,4.8,0.106,27
5.9876,126.1426,137.26,4.2,107,1.212,0.82,9.6,4.5,0.106,25
5.7713,127.1385,62.24,4.5,128,2.016,0.62,7.9,8.6,0.108,25
3.6465,122.0929,587.34,4.2,133,2.838,0.54,11.3,10.7,0.108,24
-7.4094,105.9824,8.54,5.2,25,3.069,1.15,5.8,3.3,0.048,143
1.5164,122.1324,461.62,4.1,130,1.409,1.22,13.7,12.2,0.174,9
1.1943,99.3953,22.94,4.5,93,1.562,0.76,6.4,4.9,0.18,9
3.0263,126.8845,44.21,4.7,56,2.29,0.99,3,7.4,0.058,89
2.7644,126.7029,56.45,4.3,105,2.087,0.64,9.3,6.5,0.106,25
-8.1781,122.6166,196.26,4,202,0.589,1.17,13.6,11.6,0.173,9
-1.2484,120.3604,10,4.6,83,2.381,1.02,6.2,1.9,0.092,35
3.7065,126.8362,26.93,4.6,106,2.963,0.78,9.1,5.7,0.071,59
-5.202,122.9123,29.74,4,82,3.153,0.83,6.5,7.6,0.172,10
1.6784,127.634,180.65,4.5,204,0.939,0.77,7.1,8.2,0.181,9
-6.2184,103.46,39.81,4.4,177,1.912,0.5,12.3,4.5,0.143,14
-11.5515,118.2712,48.16,4.1,108,4.862,0.95,4.5,11,0.234,5
7.1045,127.1178,10,4.1,126,1.527,0.69,10.6,1.9,0.15,12
-4.338,102.9257,62.58,4.6,180,0.037,0.71,8.4,4.3,0.129,18
0.5086,126.1985,47.82,4.5,45,1.197,0.78,6.7,4.6,0.099,30
0.8052,126.1608,39.41,4.5,66,1.206,0.91,8.3,8.4,0.111,24
-8.6199,118.307,138.27,4.3,77,3.858,0.99,7.8,8.2,0.133,19
-8.4238,122.5154,202.41,4.6,32,0.346,0.87,7.4,5,0.063,76
-6.0594,101.8877,10,4.7,96,1.994,0.81,7.3,1.8,0.096,33
6.0507,125.8556,74.44,4.7,109,1.049,0.69,9.7,8.5,0.065,71
-9.4306,118.3006,100.81,4,87,3.968,0.94,6.1,10.7,0.164,10
-0.1022,123.4212,139.75,4.2,74,1.137,0.83,9.4,9.9,0.147,13
5.6203,126.5643,81.92,4.2,123,1.741,0.81,9.2,9.5,0.121,19
1.9442,126.4421,10,4.2,112,1.486,0.85,8.3,1.9,0.136,16
2.4493,128.1039,183.31,4.2,136,1.822,0.36,6.9,8.9,0.136,15
5.5338,126.7058,67.48,4.2,176,1.892,1.01,10.1,10.9,0.136,15
2.0184,127.8165,230.95,4.1,108,1.317,0.67,14.7,8,0.144,13
-7.1759,117.1215,605.58,4,71,3.21,0.98,11.9,7.7,0.139,14
2.2268,127.2513,107.84,4.9,95,1.449,0.71,7.6,6.6,0.074,58
-5.9089,128.0393,347.95,4.3,90,3.835,0.85,8.6,16.7,0.217,6
-7.2422,128.1444,10,4.6,60,3.212,1.19,7.3,1.9,0.094,34
1.7658,126.5721,35,4.2,86,1.267,1.14,6.9,2,0.187,9
5.6795,125.6928,137.22,4.7,84,1.385,1.18,8.3,7.3,0.055,100
8.8146,126.7072,10,4.5,114,2.062,1.18,5.6,1.9,0.14,15
-6.1923,103.7696,46.22,4.1,188,1.992,0.66,11.7,10.1,0.185,8
1.8244,126.7114,41.07,4.2,120,1.233,0.94,7.9,10.4,0.132,16
8.7643,127.1865,25.21,4.4,189,2.317,1.09,11,5.7,0.17,10
8.2273,126.6032,54.66,4.4,119,1.534,0.85,9.4,8.4,0.085,40
-6.5338,105.1342,36.76,4.5,142,3.06,0.45,4.7,11.3,0.15,13
5.1184,125.3864,36.37,4.3,108,1.947,1.23,7.9,9.8,0.142,14
-7.4823,125.8371,406.81,4.3,40,2.74,1.03,8.6,9.4,0.125,18
1.4186,126.7881,77.1,4.9,83,0.864,0.56,6.5,4,0.053,114
2.2425,126.6935,51.69,4,180,1.608,0.6,10,7,0.144,13
2.5596,126.8388,60.69,4.2,126,1.852,0.85,12.2,9.5,0.124,18
-4.0625,101.9279,40.89,4.2,184,1.066,0.67,10,11.1,0.167,12
0.4798,126.6561,57.25,4.5,101,0.767,0.29,8.2,11,0.156,12
-9.5706,124.6893,22.71,5,51,0.454,1.12,5.5,3.4,0.08,50
3.0047,127.9657,139.75,4.2,105,2.297,0.58,9.9,7.9,0.084,40
5.8229,125.9897,125.7,4.5,108,1.304,0.77,9.4,7.1,0.067,65
2.4923,95.8831,23.56,4.2,207,2.062,0.76,6.6,8,0.176,9
4.568,125.5866,151.55,4.5,112,2.485,1.02,7.7,6.6,0.075,53
-1.316,120.5997,10,4.7,80,2.188,0.5,2.8,1.9,0.081,46
0.2332,122.0857,178.68,4.3,177,1.44,0.68,10.2,7.4,0.111,23
-7.094,125.3542,493.21,4.3,35,2.854,0.86,10.7,9.2,0.102,27
0.6251,98.1142,32.53,4.8,60,0.863,1,6.5,5.2,0.073,58
6.4508,124.5285,411.69,4.1,83,6.131,0.98,9.5,9.1,0.083,40
-7.203,105.53,10,4.4,138,2.103,0.89,6.5,1.9,0.138,15
-1.8294,99.2771,10,4.3,207,2.773,0.63,9.1,2,0.307,4
-7.9806,117.6513,37.53,4.5,83,3.497,1.08,8.7,13.5,0.205,7
0.8501,123.2722,52.46,4.6,56,1.944,0.68,6.1,7.8,0.072,58
-6.8916,126.8728,389.52,4.3,73,3.839,0.43,9,9.8,0.119,20
1.0942,125.5775,83.07,4,76,1.817,0.86,7.6,8.7,0.13,16
-10.2589,112.7665,10,4.2,94,2.242,0.79,6,2,0.263,4
-5.9678,102.3471,10,5.1,168,1.707,1.23,8.3,1.9,0.073,61
-4.5698,102.6039,52.51,4.3,81,0.407,0.79,10.2,3.1,0.168,10
2.7318,126.1314,90.39,4.3,80,2.305,0.89,5.5,8.4,0.117,21
3.5689,127.2152,59.14,4.2,155,2.782,0.58,10.9,10.4,0.152,12
0.6052,98.5217,47.42,4.6,166,1.173,0.75,5.1,8.6,0.122,20
-7.6454,127.5352,173.65,4.6,50,3.744,0.91,5.8,4.6,0.079,53
-4.1281,102.1165,64.6,5.2,24,0.868,0.81,6.9,4.7,0.043,179
-8.0637,122.7676,227.34,4.4,44,0.773,0.86,8.9,7,0.108,25
1.6555,126.0267,25.15,4.3,94,1.601,0.62,8.9,7.6,0.168,10
-7.7564,128.1692,148.78,4,193,3.108,0.33,14,25.5,0.258,4
1.1216,97.1806,29.09,4.2,190,0.434,0.68,12.4,7.8,0.116,21
-7.5021,118.3251,570.65,4.7,50,2.849,1.04,9.7,5.7,0.067,68
-3.2652,101.1271,49.01,4.3,190,2.124,0.83,6.9,9.2,0.132,16
3.7342,128.0242,120.35,4.6,105,4.111,1.07,6.4,7.4,0.083,43
-2.5576,121.7382,10,4.8,58,1.825,1.2,2.4,1.9,0.095,34
-1.1021,120.1069,10,4.2,85,2.299,0.37,7,2,0.187,8
0.142,121.8617,174.63,4.3,150,1.446,0.98,9.6,7.8,0.116,22
3.439,126.7062,10,4.4,49,2.73,0.58,8,1.9,0.11,24
8.2968,126.5457,81.44,4.9,104,1.55,0.8,8.9,6.9,0.066,72
0.0971,126.9005,10,4.2,94,0.816,1.23,6.1,1.8,0.166,10
-8.5721,118.2999,138.6,4.4,71,3.817,1.27,7.9,7.5,0.103,27
-7.481,127.897,153.91,4.6,35,3.407,0.9,7.7,5.2,0.063,75
2.6356,128.2109,48.71,4.9,89,2.034,0.71,8,7.6,0.069,67
-4.6262,102.2317,53.27,4.4,126,0.768,0.6,6.4,7.1,0.098,30
-5.8851,125.1475,35.11,4.1,61,3.942,1.11,3.9,10.4,0.145,13
2.4126,126.8578,35,4.8,66,1.707,1,8,1.9,0.066,74
-7.6188,127.572,133.29,4.1,57,3.71,1.07,8.9,9.6,0.175,9
2.0573,123.794,346.09,4.2,118,3.154,0.87,6.6,10,0.11,23
3.5742,126.8645,4.93,4.3,173,2.828,0.73,19.1,6.7,0.148,13
5.1627,125.2353,37.79,4.5,135,1.925,0.46,4.3,10.8,0.14,15
1.8136,122.5826,424.52,3.9,129,1.93,0.78,16.8,7.8,0.149,12
-4.5937,102.5848,52.62,4.3,187,0.436,0.85,10,7.2,0.16,11
-8.7122,119.1491,141.46,4.1,74,3.054,1.21,8.2,9.1,0.15,12
7.1072,127.3437,34.86,4.6,91,1.751,0.68,8.4,5.5,0.058,90
3.6904,126.7757,56.82,5.4,65,2.958,0.88,7.5,6.2,0.042,189
-8.3206,106.259,7,5.7,46,2.004,1.46,3.2,1.7,0.048,42
-6.0236,127.8056,403.04,4.2,104,3.976,0.33,12.3,12.3,0.136,15
-1.3191,120.518,10,4.3,82,2.27,1.34,4.6,2,0.201,7
1.4858,123.8416,28.18,4.3,187,2.729,1.36,8.7,8.1,0.137,15
-4.4127,126.0841,412.58,4.8,28,4.707,0.72,8.9,6.6,0.054,106
3.8086,126.7135,34.62,4.5,158,3.086,1.01,8.9,6.1,0.156,12
-9.525,117.5285,72.2,4.1,103,3.496,0.91,8.2,9.8,0.135,15
-4.1883,126.9146,333.82,4.1,89,5.471,1.02,11.1,12.6,0.145,13
-1.341,120.6185,10,4.9,80,2.173,1.19,6.4,1.9,0.076,55
-5.8129,127.7866,398.14,4,93,4.099,0.4,9.3,8.5,0.164,10
5.5313,125.1672,13.99,5.2,52,1.582,1,6.6,2.3,0.042,185
-0.2722,125.8894,61.36,4.3,61,1.804,0.64,5.1,11,0.147,13
-11.4413,118.4324,38.28,4.4,94,4.67,1.16,5.9,11.2,0.143,14
-8.2694,119.1401,35,4.2,86,3.085,0.97,5.1,2,0.167,10
2.3502,126.8343,57.56,4.8,100,1.655,0.82,8.4,7,0.074,57
-2.168,102.2183,205.08,4.2,127,2.298,1.02,8.4,9.5,0.141,14
-1.3239,120.4132,10,4.7,85,2.374,1.29,6.7,1.9,0.097,32
-1.2843,120.5419,10,4.5,81,2.242,0.81,6.4,1.9,0.136,16
0.3057,99.5322,105.92,4.6,153,1.507,0.7,7.3,6.5,0.152,13
-1.2588,120.3901,10,4.2,83,2.386,0.7,6.5,1.7,0.167,10
-8.1091,119.6927,205.61,4.2,77,2.571,1.09,8.9,8.4,0.132,16
2.8091,128.3131,51.34,4.4,148,2.233,1.27,13.1,10.1,0.154,12
2.4073,126.852,52.23,4.6,106,1.704,1.01,4.6,7.1,0.071,59
6.5018,126.2943,89.06,4.7,81,0.907,0.83,7.1,6.7,0.064,73
1.5934,126.5787,59.24,4.9,84,1.134,1.13,8,7.3,0.076,54
4.7718,125.708,129.13,4.2,111,2.286,0.99,5.2,8.4,0.115,21
-8.0288,107.9351,69.86,4.4,91,2.565,0.43,10,11.2,0.219,6
-7.3943,119.4761,262.99,4.2,107,3,1.09,11.4,11.2,0.214,6
-1.2306,120.5324,19.92,4.5,80,2.246,1.04,4.7,5.2,0.111,24
1.7571,126.6552,69.28,4.1,178,1.21,0.86,10.3,11.1,0.157,11
-1.2263,120.4977,10,5,81,2.28,1.14,4.2,1.8,0.07,65
-8.2333,121.6397,33.04,4.6,74,0.714,0.79,7.1,6.1,0.097,32
-1.3189,120.6458,10,4.2,136,2.143,0.39,7.2,1.9,0.235,5
-1.1075,120.6105,10,4.2,84,2.161,0.49,6.2,1.9,0.235,5
4.2628,126.0812,118.88,4.2,135,3.697,0.71,13.2,11.5,0.141,14
-1.1906,120.6301,10,4.8,93,2.146,0.53,4.1,1.9,0.1,31
-1.1896,120.655,10,4.4,100,2.121,0.98,6,1.5,0.149,13
6.0424,123.755,559.38,4.1,75,2.079,0.89,12.5,9.4,0.097,29
5.6026,127.1123,137.58,4.3,168,2.108,0.73,11.3,9.6,0.113,22
-1.2674,120.5076,10,4.2,81,2.274,1.19,6.7,1.9,0.159,11
-1.1186,120.8647,10,4.2,77,1.908,1.01,6,1.9,0.137,17
-1.2395,120.5673,10,4.3,80,2.212,1.36,6.3,1.9,0.148,17
-1.2713,120.5208,10,4.9,54,2.262,0.71,3.2,1.9,0.068,68
-1.286,99.5969,35,4.5,104,2.155,1.27,8,1.9,0.118,21
-1.3808,120.5086,10,4.9,63,2.287,0.79,6,1.9,0.064,76
-5.5441,102.7462,47.1,5.3,35,1.194,0.93,6.7,5,0.058,99
-1.1447,120.2555,10,4.3,131,2.301,0.92,8.6,1.9,0.188,8
-9.5619,107.1004,43.82,4.5,92,1.693,0.83,6.6,8.5,0.181,9
-1.1926,120.5709,10,4.5,79,2.205,0.82,4.2,1.9,0.171,10
-1.392,120.2983,10,4.3,71,2.497,1.29,4.2,2,0.178,9
-1.3386,120.3686,10,4.3,84,2.42,0.92,4.5,2,0.238,5
-1.3754,120.417,10,4.4,84,2.377,0.84,5.8,1.9,0.162,11
-1.4151,120.3299,10,4.3,167,2.549,0.81,12.7,2,0.201,7
-1.2347,120.4449,10,4.4,76,2.334,0.93,6.1,1.9,0.117,21
-1.2892,120.5557,10,4.2,102,2.229,0.52,6.9,1.9,0.236,6
-1.2686,120.4663,15.31,4.5,110,3.564,0.77,15.9,6.5,0.181,10
-1.343,120.3921,10,4.2,84,2.397,0.35,7.4,1.3,0.235,5
-1.2748,120.3844,10,4.6,134,2.403,0.94,11.4,1.9,0.224,6
-9.2441,112.1255,37.7,4.2,140,2.064,0.49,8.1,10.7,0.215,6
-1.2182,120.457,10,4.5,66,2.32,0.55,6.5,1.3,0.113,23
-1.2539,120.3492,11.62,4.3,83,2.388,0.48,5.3,6.5,0.202,7
-1.315,120.4649,10,5,82,2.322,0.45,4.8,1.9,0.095,35
-1.3027,120.4838,10,5.1,118,2.302,0.77,6.9,1.9,0.096,35
-1.2496,120.4189,10,4.6,82,2.361,0.73,3.9,1.8,0.116,25
-1.2372,120.4176,10,5,82,2.36,1.01,6.9,1.9,0.077,55
-1.2974,120.4838,10,4.7,85,2.301,0.81,5.9,1.7,0.094,34
-1.2988,120.3987,10,4.5,91,2.386,0.99,6.4,2,0.384,3
-1.2497,120.4009,10,5.1,82,2.375,1.12,3.9,1.9,0.102,31
-1.2739,120.4503,10,5.3,83,2.392,0.78,5.8,1.9,0.123,26
-1.2923,120.4313,12,6.6,18,2.353,0.9,5.6,1.7,0.045,47
4.1915,97.2775,10,4.9,59,1.081,0.92,4.6,1.8,0.086,13
6.3658,126.1461,71.24,4.4,176,0.897,0.68,10.3,9.6,0.134,16
0.2684,98.579,54.75,4.1,161,1.437,0.55,5.5,9,0.197,7
0.6074,121.224,82.31,4.7,60,0.667,1,3.5,7.6,0.152,13
0.6287,120.3226,68.21,4,137,0.663,0.69,9.7,9.8,0.15,12
5.8733,126.3521,57.11,4.1,139,1.415,0.65,10.1,9.5,0.165,10
6.0002,126.4829,53.12,4.6,107,1.391,0.68,8.2,7.4,0.064,72
-9.6702,119.5772,60.76,4.2,79,2.82,0.92,8.9,10.3,0.167,10
-7.0312,103.7117,32.71,4.2,172,2.757,1.41,7.8,7.4,0.141,14
5.837,126.2584,49.59,4.6,110,1.398,0.82,4.3,7.4,0.073,56
3.1647,125.5453,183.51,4.6,72,2.993,0.65,8.1,8.2,0.091,36
5.9585,126.4631,47.03,4.7,146,1.41,0.75,7.1,7.7,0.081,46
-7.4303,128.202,151.05,5.1,23,3.117,0.78,7.3,4.8,0.053,115
-10.219,118.859,43.56,4.6,71,3.686,0.91,7.9,9.2,0.095,33
-2.8417,122.0114,10,4.2,63,1.942,1.2,4.8,1.9,0.153,12
7.5429,124.7405,35.58,4.6,88,0.955,0.81,7,7.8,0.076,55
0.4103,98.8923,67.16,4.8,163,1.587,1.12,5.4,7.9,0.102,30
-0.0477,123.2075,154.36,4.5,58,1.079,0.99,8.3,6,0.112,23
3.6121,128.0949,133.82,4.6,98,2.913,0.61,9.1,6.9,0.079,48
-8.9692,111.9847,58.3,5.4,31,1.786,1.22,2.9,4.9,0.05,137
5.6301,127.4392,74.06,4.4,107,8.018,0.64,12.4,8.4,0.105,26
-2.7898,122.118,10,5.7,27,1.855,0.86,2.9,1.7,0.049,40
1.8395,126.6395,42.34,4.2,119,1.285,1.21,6.7,10.6,0.166,10
-5.6918,127.9335,371.73,4.2,90,4.042,0.21,11.8,13.8,0.167,10
-6.6673,128.0067,296.97,4.5,44,3.517,0.47,7.2,8.6,0.157,15
-5.0902,102.7086,42.73,4.4,167,0.765,1.12,7.7,7.5,0.115,22
5.2395,126.2318,61.16,4.5,109,1.93,0.77,7.8,6.4,0.104,27
2.7484,127.0503,72.99,4.3,131,1.988,0.6,9.5,9.7,0.129,17
-4.7386,126.6246,40.61,4.3,65,5.318,1.33,5.1,11.1,0.148,13
-5.8305,127.8297,402.95,4.2,92,4.053,0.13,9,17.9,0.199,7
5.7297,127.4769,19.74,4.8,85,2.308,0.72,9,4.1,0.056,99
5.6613,127.5227,10,4.4,124,2.385,0.72,8.9,1.9,0.105,26
5.9038,126.0714,132.3,4.2,137,1.257,0.97,11.9,7.1,0.124,18
0.0309,126.6251,56.43,4.6,72,1.044,0.82,5.6,7.2,0.076,52
6.4545,126.9598,97.31,5,108,1.501,0.59,8.6,7,0.065,76
-1.1104,126.8485,42.44,4.3,70,1.94,1.33,3.7,11.9,0.143,14
-11.5641,118.2093,34.83,4.1,75,4.919,1.44,6.9,3.6,0.14,17
-1.1599,126.8967,36.74,4.9,64,1.975,0.76,6.5,4.6,0.051,122
6.9595,126.3665,10,4.4,177,0.789,0.73,5.8,1.9,0.155,12
-6.0838,125.128,549.48,4.3,41,3.746,0.75,9,12.3,0.122,19
-0.2581,122.9023,100.68,4.2,71,0.789,1.28,6.8,7.4,0.132,16
0.3961,126.6423,34.98,4.2,95,0.814,0.65,8.4,7.7,0.132,16
3.7145,127.3027,71.55,4,154,2.923,1.08,5.7,13.2,0.15,13
-7.5507,128.3057,98.24,4.2,140,5.95,1.4,14.5,8.5,0.132,16
5.2994,124.9569,65.15,4.4,186,1.864,0.59,13.6,10.5,0.073,54
1.6724,127.3009,109.17,4.7,94,4.7,0.56,10.4,5.5,0.072,58
3.5403,99.1827,185.44,4.7,81,14.828,0.73,12.1,6.1,0.063,76
4.1202,126.6109,62.45,4.7,83,3.104,0.97,6.9,7.9,0.06,83
-7.8233,119.0652,23.17,4.1,126,2.872,1.02,9.8,6.8,0.157,11
5.5879,124.7582,38.04,4.4,162,1.683,0.67,7.4,10.6,0.143,14
5.7531,126.1133,108.38,4.4,115,1.411,0.54,7.9,8.3,0.11,24
-8.2874,123.8487,177.68,4.1,211,1.516,0.71,15.1,10.5,0.174,9
0.8502,97.6878,47.82,4.2,203,0.464,0.67,4.1,7.9,0.147,14
-7.8815,116.6363,268.26,4.2,101,2.527,0.91,8.6,16.8,0.216,6
5.3343,126.4248,41.16,4.6,82,1.918,0.87,7.3,6.3,0.055,98
1.9422,99.002,133.48,4.7,45,0.75,0.73,5.6,5.6,0.066,70
-8.3939,117.6714,168.87,4.6,62,3.482,0.86,5.5,7.6,0.103,28
-4.5289,101.2583,36.84,4.8,102,1.7,0.54,8.6,8.1,0.071,61
-5.4837,126.7662,475.66,4.1,48,4.913,0.79,14.1,16.1,0.131,16
3.7465,126.8382,10,4.4,110,3.001,0.72,10.8,1.9,0.099,29
0.4964,126.3293,39.82,4.5,70,1.072,1.02,8,9.7,0.128,18
-7.6724,107.0831,86.27,4.5,53,0.994,1.17,5.9,7,0.108,25
7.4539,126.7851,53.62,4.4,123,1.255,1.18,13.3,7.3,0.117,21
-6.5868,106.5594,121.11,4.6,104,3.881,0.81,9.4,7.1,0.095,33
6.2415,126.8652,118.77,4.6,115,1.519,0.6,9.3,5.7,0.114,23
3.1036,124.719,288.3,4.4,98,3.516,0.69,7.9,8.2,0.079,46
-7.4413,128.3171,162.54,4.5,56,3.003,1.01,9,10.1,0.121,20
3.931,95.8694,49.34,5,144,1.678,0.85,8.2,7.4,0.064,77
2.459,96.8285,25.89,4.5,185,1.368,0.97,7,7.3,0.121,20
6.0438,125.6705,107.12,4.5,116,1.023,0.71,8.9,9.3,0.116,22
-8.1095,108.5368,88.73,4.1,130,1.976,1.38,10.5,8,0.145,13
0.6064,99.539,10,4.8,69,1.526,0.54,6.1,1.9,0.091,37
-8.017,107.8785,62.85,4.3,147,2.621,1.1,13.9,8.8,0.125,18
-4.4073,102.2957,62.1,4.6,83,0.659,0.8,8,7.3,0.066,68
5.4988,124.9165,65.31,4.4,114,1.693,0.82,9.3,9.3,0.112,23
-6.6822,105.1626,66.62,4.6,69,3.185,0.94,8.4,7.5,0.076,51
-5.6564,110.0588,550.24,4.8,29,1.434,0.98,9.1,5.4,0.053,109
-10.3323,118.8513,10,4.6,116,3.741,1.09,4.1,1.9,0.128,18
-9.8718,107.5821,49.18,4.7,164,3.497,0.72,10.5,5.5,0.074,56
5.7968,123.9625,530.74,4.1,71,2.044,0.64,7.4,10.2,0.123,19
-7.5551,128.268,131.93,4.2,130,3.033,1.35,7.5,10.2,0.153,12
-9.5045,111.8514,40.43,4.6,72,2.055,0.88,6.4,7.2,0.067,69
-6.0782,104.1214,53.06,4.2,189,2.063,1.18,7.8,5.8,0.141,14
-9.5684,111.7938,35,4.2,143,2.07,1.16,7.6,2,0.14,14
-1.1398,99.9535,36.3,4,179,1.816,0.68,7.7,11.7,0.197,7
-9.9511,111.3807,46.82,4.2,158,2.195,0.97,13,9.2,0.159,11
5.4928,124.894,31.23,4.4,108,1.708,0.83,5.7,6.2,0.139,15
-10.0952,108.5368,7.5,4.1,158,2.924,1.05,7.8,7.5,0.165,10
0.0259,123.4482,141.29,4.6,53,1.258,0.78,7.1,7.6,0.087,39
-9.539,111.836,40.31,4.8,101,2.072,1.33,8.6,8.1,0.096,33
-8.3685,120.9567,187.86,4.6,46,1.294,1.15,7.6,4.8,0.088,39
5.3892,124.9458,57.14,4.3,130,1.784,0.97,7.9,9.7,0.119,20
0.7951,126.1332,42.15,4.7,71,3.824,0.72,7.8,6.7,0.077,51
0.7853,98.4838,55.73,5,68,1.044,0.71,6.6,5.4,0.054,108
-9.7733,111.7055,10,4.4,158,2.187,0.97,5.5,1.9,0.162,11
-9.8291,114.907,35,4.4,65,1.542,0.91,7,2,0.115,22
1.6222,98.6313,90.98,4.5,109,1.101,0.96,6.4,7.5,0.096,32
-9.379,111.4547,35,4.3,145,1.723,0.44,5.4,2,0.126,18
1.764,127.0635,78.77,4.3,98,1.031,0.76,8.9,8.1,0.116,21
-1.5922,123.9573,41.27,4.1,52,1.305,0.47,7,11.8,0.158,11
5.3222,124.9789,10,4.7,103,1.835,1.37,6.6,1.8,0.064,75
1.3137,125.7193,86.79,4,171,1.732,0.84,7.5,13.8,0.172,9
0.6101,99.5331,10,4.7,74,1.532,0.63,3.4,1.8,0.089,12
5.3816,124.9804,61.46,4.3,101,1.779,0.54,7,9.1,0.102,29
-9.7686,111.6993,10,4.2,147,2.18,1.14,9.2,2,0.176,9
3.5569,128.1485,97.55,4.4,114,2.874,0.89,11.1,8.2,0.079,46
-7.6761,117.0424,308.52,4.2,74,2.968,1.19,8,7.6,0.092,33
-9.6024,111.7727,10,4.9,101,2.084,0.86,8.1,1.8,0.087,41
